,,,,,,,,,,,,,,,
9.695149833333334,,,,,,,,,,,,,,,
23.5928803,23.522562833333335,,,,,,,,,,,,,,
24.05091153333333,23.41355246666667,9.635870583333332,,,,,,,,,,,,,
23.04669911666667,23.11287251666667,22.83039543333334,22.687446533333336,,,,,,,,,,,,
23.118875133333336,22.91969858333334,23.291542083333336,23.44123448333333,9.963011783333332,,,,,,,,,,,
25.293146316666668,25.01142891666666,25.27851326666666,25.578214900000003,25.791719716666666,23.188006216666665,,,,,,,,,,
24.118877516666668,23.827831250000003,23.766165516666664,23.481585849999995,22.738973916666662,22.810733250000002,9.770995033333335,,,,,,,,,
90.76126398333331,90.90688371666667,91.36600886666668,90.99760793333333,91.35973206666667,91.14332741666664,90.08372029999998,90.3882733,,,,,,,,
90.81394998333334,90.30204446666667,91.57619961666666,91.26440443333334,91.59661055000001,91.33303526666666,91.47008086666669,90.69783071666666,9.596331099999999,,,,,,,
91.58755506666665,91.07018534999999,92.31877234999999,91.9414395,92.16446978333335,92.16232756666665,92.04761993333332,91.84244329999999,23.66573896666666,23.626538566666667,,,,,,
91.65613635,91.41319086666667,91.73456071666669,92.38920034999998,92.07018608333334,91.9995428,92.06397171666667,92.00890575,23.526067833333336,23.491458083333335,9.680927033333333,,,,,
91.90827115,93.55635768333332,94.01794648333333,93.30121599999998,93.96605776666668,93.16514586666666,92.72822296666666,92.57134078333333,23.817887433333336,24.07579078333334,23.059072666666665,23.28516146666667,,,,
93.21118691666666,93.39425756666667,94.26788344999999,93.63034661666667,93.17328893333335,92.74321846666668,93.04481295000001,92.10396916666664,23.057428416666667,23.056802699999995,22.940711333333333,22.942693000000006,9.672013783333332,,,
91.90377184999998,91.82206086666666,92.21777709999999,92.10603530000003,92.54114394999999,94.01709023333333,93.94803913333331,93.36719343333337,24.838541133333333,25.00632791666667,23.857060783333328,23.5309576,22.95523396666667,23.13108455,,
91.99524846666667,91.73730216666667,92.42141029999999,92.35337893333333,93.06561018333333,92.75056995000001,93.21789880000003,93.37495071666666,24.127901299999998,24.433506933333334,23.65281048333333,23.45899496666667,23.226585366666672,23.02333983333333,9.742951099999999,
